trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00007778,2024-09-24 14:43:31,TDB_CUST_5785996,JPM,SELL,825,1003.41
TDB_00007779,2024-09-25 01:49:53,TDB_CUST_1222168,JPM,BUY,42,817.18
TDB_00007780,2024-09-24 12:43:27,TDB_CUST_7301483,JPM,SELL,715,161.1
TDB_00007781,2024-09-25 09:38:51,TDB_CUST_2723357,GOOGL,BUY,46,419.64
TDB_00007782,2024-09-21 04:45:44,TDB_CUST_2723160,NFLX,BUY,846,1141.79
TDB_00007783,2024-09-18 20:33:07,TDB_CUST_8883021,AMZN,SELL,117,210.89
TDB_00007784,2024-09-25 07:34:55,TDB_CUST_8236610,AAPL,SELL,151,1298.81
TDB_00007785,2024-09-22 15:22:53,TDB_CUST_4511189,AMZN,BUY,644,797.87
TDB_00007786,2024-09-22 10:44:32,TDB_CUST_6722766,AAPL,BUY,215,782.02
TDB_00007787,2024-09-24 06:34:53,TDB_CUST_1797626,FB,SELL,208,802.77
TDB_00007788,2024-09-25 12:37:56,TDB_CUST_2576866,GOOGL,BUY,788,1055.98
TDB_00007789,2024-09-24 21:07:57,TDB_CUST_3746483,NFLX,SELL,745,1204.08
TDB_00007790,2024-09-23 01:35:13,TDB_CUST_5912422,GOOGL,BUY,535,1238.19
TDB_00007791,2024-09-19 16:18:38,TDB_CUST_3489805,V,SELL,333,146.67
TDB_00007792,2024-09-23 11:53:20,TDB_CUST_8716395,V,SELL,706,981.93
TDB_00007793,2024-09-20 05:00:02,TDB_CUST_4949620,MSFT,SELL,335,928.74
TDB_00007794,2024-09-21 22:16:10,TDB_CUST_1283947,NVDA,BUY,811,601.17
TDB_00007795,2024-09-23 09:16:26,TDB_CUST_8014867,TSLA,SELL,104,56.97
TDB_00007796,2024-09-20 10:10:02,TDB_CUST_2375501,NFLX,BUY,145,701.87
TDB_00007797,2024-09-22 15:32:37,TDB_CUST_1292708,GOOGL,BUY,961,401.88
TDB_00007798,2024-09-25 14:34:16,TDB_CUST_2230316,NFLX,BUY,729,1372.73
TDB_00007799,2024-09-22 14:58:08,TDB_CUST_7702446,JPM,BUY,793,186.37
TDB_00007800,2024-09-18 23:17:15,TDB_CUST_9332287,TSLA,BUY,285,1282.03
TDB_00007801,2024-09-19 12:49:43,TDB_CUST_6845024,MSFT,BUY,849,774.03
TDB_00007802,2024-09-21 08:16:31,TDB_CUST_2601635,NVDA,SELL,764,119.92
TDB_00007803,2024-09-21 12:28:46,TDB_CUST_9313426,TSLA,SELL,305,116.2
TDB_00007804,2024-09-20 11:35:45,TDB_CUST_5741584,FB,SELL,773,957.62
TDB_00007805,2024-09-25 09:55:52,TDB_CUST_9764583,AAPL,SELL,415,320.05
TDB_00007806,2024-09-22 03:22:01,TDB_CUST_1930846,V,SELL,17,237.51
TDB_00007807,2024-09-22 11:43:16,TDB_CUST_7020162,AAPL,BUY,430,173.85
TDB_00007808,2024-09-25 08:59:47,TDB_CUST_2399467,MSFT,BUY,154,937.99
TDB_00007809,2024-09-23 11:26:35,TDB_CUST_4587164,TSLA,BUY,780,1416.17
TDB_00007810,2024-09-19 17:28:39,TDB_CUST_4184963,TSLA,SELL,170,313.74
TDB_00007811,2024-09-19 03:51:24,TDB_CUST_6733715,NVDA,BUY,473,1067.33
TDB_00007812,2024-09-21 21:36:09,TDB_CUST_7249233,GOOGL,BUY,773,1156.73
TDB_00007813,2024-09-22 12:41:18,TDB_CUST_8732286,V,BUY,965,184.41
TDB_00007814,2024-09-20 10:03:24,TDB_CUST_3636871,MSFT,SELL,518,1243.25
TDB_00007815,2024-09-21 16:47:04,TDB_CUST_9247529,V,BUY,926,539.61
TDB_00007816,2024-09-21 21:20:22,TDB_CUST_2115535,JPM,BUY,525,1093.08
TDB_00007817,2024-09-19 20:21:44,TDB_CUST_5297385,AMZN,BUY,954,940.32
TDB_00007818,2024-09-22 23:13:26,TDB_CUST_6329035,AAPL,BUY,246,977.03
TDB_00007819,2024-09-18 22:43:03,TDB_CUST_7021523,NVDA,BUY,358,954.98
TDB_00007820,2024-09-23 06:55:01,TDB_CUST_3315853,FB,SELL,426,1150.52
TDB_00007821,2024-09-20 05:58:10,TDB_CUST_4119947,TSLA,SELL,239,276.46
TDB_00007822,2024-09-20 09:52:42,TDB_CUST_9491421,AAPL,BUY,412,965.56
TDB_00007823,2024-09-24 20:31:14,TDB_CUST_4094007,TSLA,SELL,255,767.14
TDB_00007824,2024-09-24 18:22:06,TDB_CUST_4116925,V,SELL,404,1369.26
TDB_00007825,2024-09-23 01:56:50,TDB_CUST_3567666,NVDA,SELL,706,1152.4
TDB_00007826,2024-09-25 15:53:04,TDB_CUST_7221381,NVDA,SELL,83,272.42
TDB_00007827,2024-09-23 09:23:47,TDB_CUST_1116009,FB,BUY,957,665.81
TDB_00007828,2024-09-23 13:41:01,TDB_CUST_9744779,MSFT,BUY,853,336.98
TDB_00007829,2024-09-21 22:19:13,TDB_CUST_3878380,V,BUY,143,513.72
TDB_00007830,2024-09-22 03:56:17,TDB_CUST_4108141,FB,SELL,381,344.25
TDB_00007831,2024-09-25 17:57:54,TDB_CUST_7370077,MSFT,SELL,914,1450.21
TDB_00007832,2024-09-24 09:09:08,TDB_CUST_7126910,V,SELL,438,837.51
TDB_00007833,2024-09-20 15:56:35,TDB_CUST_1653065,V,BUY,859,16.98
TDB_00007834,2024-09-20 04:24:27,TDB_CUST_4400578,NFLX,BUY,267,1452.14
TDB_00007835,2024-09-19 10:24:02,TDB_CUST_7882125,AAPL,SELL,700,1147.94
TDB_00007836,2024-09-20 12:42:36,TDB_CUST_5234388,AMZN,BUY,679,1277.93
TDB_00007837,2024-09-20 17:04:43,TDB_CUST_1851168,AMZN,SELL,242,275.96
TDB_00007838,2024-09-21 10:09:00,TDB_CUST_2427512,JPM,BUY,183,1040.4
TDB_00007839,2024-09-22 11:16:45,TDB_CUST_5412614,NFLX,SELL,553,54.37
TDB_00007840,2024-09-24 15:48:08,TDB_CUST_7325381,MSFT,BUY,670,134.04
TDB_00007841,2024-09-20 14:33:18,TDB_CUST_4454885,AAPL,SELL,750,52.82
TDB_00007842,2024-09-24 20:09:44,TDB_CUST_9362210,FB,SELL,498,1304.77
TDB_00007843,2024-09-25 11:33:03,TDB_CUST_8699035,NFLX,BUY,145,460.75
TDB_00007844,2024-09-24 09:40:47,TDB_CUST_2702793,AAPL,SELL,372,809.3
TDB_00007845,2024-09-20 12:40:28,TDB_CUST_1073951,JPM,SELL,513,388.65
TDB_00007846,2024-09-24 10:39:23,TDB_CUST_7062206,AMZN,SELL,868,915.1
TDB_00007847,2024-09-25 09:09:00,TDB_CUST_3289188,V,SELL,404,247.23
TDB_00007848,2024-09-24 07:12:18,TDB_CUST_5063051,AAPL,BUY,960,523.39
TDB_00007849,2024-09-20 14:34:47,TDB_CUST_3045859,MSFT,BUY,311,377.84
TDB_00007850,2024-09-23 09:01:49,TDB_CUST_7000023,JPM,SELL,733,1188.13
TDB_00007851,2024-09-25 05:57:16,TDB_CUST_5827340,AMZN,SELL,858,1413.84
TDB_00007852,2024-09-21 11:31:44,TDB_CUST_5039240,TSLA,SELL,497,592.52
TDB_00007853,2024-09-21 04:03:05,TDB_CUST_1353537,V,SELL,926,1254.57
TDB_00007854,2024-09-23 10:40:04,TDB_CUST_4591154,NVDA,SELL,885,1157.7
TDB_00007855,2024-09-21 08:06:27,TDB_CUST_2978809,MSFT,BUY,575,1473.25
TDB_00007856,2024-09-21 04:56:01,TDB_CUST_5314395,AMZN,BUY,509,646.67
TDB_00007857,2024-09-23 04:13:05,TDB_CUST_2369580,NFLX,BUY,397,1186.96
TDB_00007858,2024-09-22 00:03:35,TDB_CUST_8226104,MSFT,BUY,914,620.95
TDB_00007859,2024-09-23 06:32:48,TDB_CUST_5697404,JPM,SELL,835,213.02
TDB_00007860,2024-09-24 18:48:03,TDB_CUST_4269841,AAPL,BUY,852,979.72
TDB_00007861,2024-09-20 17:48:34,TDB_CUST_1418940,JPM,SELL,526,1199.77
TDB_00007862,2024-09-25 06:45:52,TDB_CUST_3467781,JPM,BUY,270,863.28
TDB_00007863,2024-09-25 01:52:26,TDB_CUST_1615572,FB,SELL,814,1400.72
TDB_00007864,2024-09-23 06:47:39,TDB_CUST_6993848,FB,BUY,143,972.11
TDB_00007865,2024-09-22 22:49:21,TDB_CUST_8104209,TSLA,SELL,845,1390.3
TDB_00007866,2024-09-22 13:50:06,TDB_CUST_9735152,AAPL,SELL,667,1294.6
TDB_00007867,2024-09-21 05:18:31,TDB_CUST_2469337,MSFT,SELL,631,987.49
TDB_00007868,2024-09-22 19:04:07,TDB_CUST_5322715,NVDA,BUY,866,348.3
TDB_00007869,2024-09-24 21:46:03,TDB_CUST_4018226,V,SELL,985,809.28
TDB_00007870,2024-09-22 19:56:22,TDB_CUST_6564664,GOOGL,SELL,420,1434.92
TDB_00007871,2024-09-21 03:54:36,TDB_CUST_2525779,NVDA,BUY,989,1450.35
TDB_00007872,2024-09-20 01:20:57,TDB_CUST_8209506,AAPL,SELL,449,52.43
TDB_00007873,2024-09-20 13:35:07,TDB_CUST_9762391,MSFT,SELL,114,961.31
TDB_00007874,2024-09-19 16:15:33,TDB_CUST_3495889,TSLA,BUY,257,882.56
TDB_00007875,2024-09-19 10:42:19,TDB_CUST_8248923,FB,SELL,436,909.38
TDB_00007876,2024-09-19 03:31:48,TDB_CUST_5192969,AAPL,BUY,775,722.46
TDB_00007877,2024-09-20 17:16:01,TDB_CUST_4477566,GOOGL,BUY,90,1000.79
TDB_00007878,2024-09-19 17:02:50,TDB_CUST_1892914,FB,SELL,520,94.72
TDB_00007879,2024-09-23 14:16:11,TDB_CUST_6199253,FB,SELL,104,1158.85
TDB_00007880,2024-09-25 07:21:30,TDB_CUST_8037966,FB,SELL,300,1335.49
TDB_00007881,2024-09-23 23:24:42,TDB_CUST_8407227,MSFT,BUY,863,186.05
TDB_00007882,2024-09-21 11:45:33,TDB_CUST_6980110,AAPL,BUY,173,663.6
TDB_00007883,2024-09-21 17:08:44,TDB_CUST_8286812,FB,SELL,504,903.83
TDB_00007884,2024-09-19 07:31:56,TDB_CUST_3423971,FB,BUY,165,1308.34
TDB_00007885,2024-09-23 09:35:45,TDB_CUST_4642543,NFLX,SELL,170,1169.57
TDB_00007886,2024-09-22 15:27:48,TDB_CUST_4919926,FB,SELL,61,338.7
TDB_00007887,2024-09-22 00:44:10,TDB_CUST_8329708,NVDA,SELL,619,497.05
TDB_00007888,2024-09-19 01:52:30,TDB_CUST_3925885,FB,BUY,772,1084.0
TDB_00007889,2024-09-23 14:36:05,TDB_CUST_9036941,FB,SELL,521,931.98
TDB_00007890,2024-09-22 12:46:19,TDB_CUST_2539173,TSLA,BUY,948,955.1
TDB_00007891,2024-09-20 22:59:10,TDB_CUST_6580939,MSFT,SELL,463,222.51
TDB_00007892,2024-09-24 04:23:15,TDB_CUST_7738808,V,BUY,683,812.88
TDB_00007893,2024-09-23 19:51:40,TDB_CUST_4689703,AAPL,BUY,794,43.01
TDB_00007894,2024-09-20 17:59:25,TDB_CUST_2045245,NFLX,BUY,899,515.47
TDB_00007895,2024-09-25 16:39:41,TDB_CUST_7467946,NFLX,BUY,289,1019.11
TDB_00007896,2024-09-22 00:51:20,TDB_CUST_6836507,GOOGL,SELL,678,78.41
TDB_00007897,2024-09-22 20:00:05,TDB_CUST_3586962,V,BUY,79,956.1
TDB_00007898,2024-09-24 21:27:06,TDB_CUST_7490205,NVDA,BUY,665,373.39
TDB_00007899,2024-09-20 09:51:34,TDB_CUST_5522627,NFLX,BUY,416,455.05
TDB_00007900,2024-09-21 10:38:37,TDB_CUST_1770101,TSLA,BUY,656,167.6
TDB_00007901,2024-09-20 21:19:51,TDB_CUST_6931227,AAPL,SELL,146,213.76
TDB_00007902,2024-09-24 19:14:32,TDB_CUST_9770999,NVDA,BUY,722,281.81
TDB_00007903,2024-09-25 06:28:55,TDB_CUST_5240750,JPM,SELL,224,365.54
TDB_00007904,2024-09-22 14:45:50,TDB_CUST_6205715,GOOGL,SELL,192,35.59
TDB_00007905,2024-09-24 16:54:14,TDB_CUST_1327683,AAPL,SELL,200,1451.35
TDB_00007906,2024-09-21 19:05:59,TDB_CUST_5171835,MSFT,BUY,605,1116.42
TDB_00007907,2024-09-25 04:01:33,TDB_CUST_4159312,MSFT,SELL,359,276.75
TDB_00007908,2024-09-19 05:36:01,TDB_CUST_6917218,JPM,BUY,40,452.31
TDB_00007909,2024-09-19 10:14:54,TDB_CUST_5049825,NFLX,BUY,217,1449.48
TDB_00007910,2024-09-22 12:33:45,TDB_CUST_6007425,GOOGL,SELL,711,632.3
TDB_00007911,2024-09-24 11:44:43,TDB_CUST_3680001,NVDA,BUY,783,923.72
TDB_00007912,2024-09-23 18:54:03,TDB_CUST_9758292,FB,SELL,422,1123.05
TDB_00007913,2024-09-24 04:57:33,TDB_CUST_2450393,AMZN,BUY,468,454.81
TDB_00007914,2024-09-24 02:21:44,TDB_CUST_1678476,GOOGL,BUY,935,745.19
TDB_00007915,2024-09-19 14:58:22,TDB_CUST_9767667,GOOGL,BUY,727,24.02
TDB_00007916,2024-09-24 17:30:18,TDB_CUST_2484378,NVDA,SELL,457,645.4
TDB_00007917,2024-09-23 18:40:55,TDB_CUST_3730136,GOOGL,SELL,663,929.77
TDB_00007918,2024-09-19 21:24:06,TDB_CUST_3426184,JPM,BUY,495,793.22
TDB_00007919,2024-09-20 00:33:56,TDB_CUST_9609818,FB,BUY,122,1328.83
TDB_00007920,2024-09-21 03:21:02,TDB_CUST_2440324,AMZN,SELL,386,234.24
TDB_00007921,2024-09-19 17:26:01,TDB_CUST_2597762,JPM,SELL,99,1276.79
TDB_00007922,2024-09-24 04:46:42,TDB_CUST_2615578,TSLA,SELL,232,1464.11
TDB_00007923,2024-09-24 19:51:32,TDB_CUST_2513503,NFLX,BUY,469,852.07
TDB_00007924,2024-09-20 16:11:40,TDB_CUST_4354225,FB,BUY,58,655.24
TDB_00007925,2024-09-20 20:57:20,TDB_CUST_6209524,TSLA,SELL,642,143.05
TDB_00007926,2024-09-22 14:53:15,TDB_CUST_5452187,FB,SELL,348,1296.8
TDB_00007927,2024-09-22 22:43:31,TDB_CUST_8146666,JPM,BUY,124,1098.63
TDB_00007928,2024-09-25 01:31:02,TDB_CUST_6995037,MSFT,SELL,795,262.12
TDB_00007929,2024-09-19 12:08:48,TDB_CUST_6786524,GOOGL,BUY,837,54.02
TDB_00007930,2024-09-18 22:57:47,TDB_CUST_6120780,GOOGL,BUY,427,492.49
TDB_00007931,2024-09-25 07:13:58,TDB_CUST_3010504,AMZN,SELL,814,671.49
TDB_00007932,2024-09-23 06:32:36,TDB_CUST_9785657,FB,BUY,501,277.28
TDB_00007933,2024-09-21 20:10:48,TDB_CUST_7072481,V,SELL,538,340.25
TDB_00007934,2024-09-23 12:46:09,TDB_CUST_5403626,GOOGL,SELL,751,850.92
TDB_00007935,2024-09-20 22:07:47,TDB_CUST_4594283,NFLX,SELL,881,1120.99
TDB_00007936,2024-09-23 07:09:24,TDB_CUST_8408738,TSLA,SELL,820,148.35
TDB_00007937,2024-09-20 21:53:03,TDB_CUST_3344985,NFLX,SELL,269,98.65
TDB_00007938,2024-09-19 19:10:35,TDB_CUST_6104878,NFLX,SELL,692,1210.02
TDB_00007939,2024-09-20 05:53:44,TDB_CUST_2321813,AAPL,SELL,48,966.41
TDB_00007940,2024-09-21 16:05:41,TDB_CUST_4100103,MSFT,SELL,56,70.65
TDB_00007941,2024-09-25 05:57:37,TDB_CUST_6363494,JPM,SELL,166,878.54
TDB_00007942,2024-09-22 01:22:57,TDB_CUST_8278316,AAPL,BUY,845,841.19
TDB_00007943,2024-09-22 10:37:29,TDB_CUST_9186697,FB,SELL,945,209.65
TDB_00007944,2024-09-19 00:40:54,TDB_CUST_2125262,JPM,BUY,86,223.27
TDB_00007945,2024-09-22 12:53:30,TDB_CUST_8401015,V,SELL,388,974.87
TDB_00007946,2024-09-20 13:09:52,TDB_CUST_4798643,AMZN,BUY,738,719.06
TDB_00007947,2024-09-22 09:21:21,TDB_CUST_9093455,NVDA,SELL,859,1492.31
TDB_00007948,2024-09-23 05:05:13,TDB_CUST_4021201,NVDA,SELL,792,771.51
TDB_00007949,2024-09-24 10:54:28,TDB_CUST_1024088,NFLX,SELL,981,875.53
TDB_00007950,2024-09-22 04:11:15,TDB_CUST_7659483,JPM,SELL,883,498.05
TDB_00007951,2024-09-24 16:54:40,TDB_CUST_3470562,TSLA,BUY,332,600.92
TDB_00007952,2024-09-24 05:23:47,TDB_CUST_3280066,FB,SELL,967,68.75
TDB_00007953,2024-09-24 12:28:28,TDB_CUST_8685612,MSFT,BUY,476,1134.6
TDB_00007954,2024-09-22 10:31:50,TDB_CUST_3096432,NFLX,SELL,984,621.81
TDB_00007955,2024-09-19 07:21:49,TDB_CUST_1460557,TSLA,SELL,666,985.14
TDB_00007956,2024-09-23 01:31:44,TDB_CUST_2253138,NFLX,BUY,44,949.45
TDB_00007957,2024-09-21 15:42:22,TDB_CUST_1004808,JPM,SELL,922,970.2
TDB_00007958,2024-09-21 11:56:51,TDB_CUST_3402975,FB,BUY,744,371.76
TDB_00007959,2024-09-21 20:00:37,TDB_CUST_5185074,NFLX,BUY,249,619.43
TDB_00007960,2024-09-23 00:07:01,TDB_CUST_6573038,FB,SELL,916,823.73
TDB_00007961,2024-09-21 13:04:19,TDB_CUST_3211517,AAPL,SELL,848,1097.68
TDB_00007962,2024-09-20 13:06:03,TDB_CUST_8379816,V,SELL,783,944.34
TDB_00007963,2024-09-24 02:51:31,TDB_CUST_6896462,NVDA,BUY,738,378.97
TDB_00007964,2024-09-23 02:05:30,TDB_CUST_1996968,JPM,SELL,360,1467.61
TDB_00007965,2024-09-20 10:38:08,TDB_CUST_7066384,AAPL,SELL,405,1221.18
TDB_00007966,2024-09-19 16:27:19,TDB_CUST_9278787,V,SELL,527,1395.59
TDB_00007967,2024-09-18 18:57:07,TDB_CUST_9114886,AMZN,SELL,126,192.1
TDB_00007968,2024-09-23 01:14:34,TDB_CUST_1882953,FB,BUY,755,678.65
TDB_00007969,2024-09-19 04:51:44,TDB_CUST_1203898,MSFT,BUY,10,180.79
TDB_00007970,2024-09-21 11:10:12,TDB_CUST_4980126,V,SELL,378,1367.34
TDB_00007971,2024-09-21 17:04:46,TDB_CUST_4661808,AAPL,SELL,3,586.99
TDB_00007972,2024-09-22 03:58:13,TDB_CUST_3878955,V,BUY,354,95.46
TDB_00007973,2024-09-22 16:07:46,TDB_CUST_8856422,V,BUY,101,912.88
TDB_00007974,2024-09-25 03:25:38,TDB_CUST_4471468,MSFT,BUY,425,1070.19
TDB_00007975,2024-09-22 17:55:34,TDB_CUST_6929621,NFLX,SELL,712,477.6
TDB_00007976,2024-09-22 08:14:18,TDB_CUST_4717773,TSLA,BUY,372,1302.99
TDB_00007977,2024-09-22 14:53:11,TDB_CUST_9423707,NFLX,BUY,43,842.39
TDB_00007978,2024-09-20 02:50:41,TDB_CUST_5316784,V,SELL,470,631.56
TDB_00007979,2024-09-18 19:02:16,TDB_CUST_4576881,TSLA,SELL,467,1275.68
TDB_00007980,2024-09-25 11:17:11,TDB_CUST_2539705,NVDA,BUY,633,1222.62
TDB_00007981,2024-09-19 00:11:33,TDB_CUST_6770587,FB,SELL,34,570.3
TDB_00007982,2024-09-19 06:45:45,TDB_CUST_7796981,AAPL,SELL,141,747.85
TDB_00007983,2024-09-22 03:11:48,TDB_CUST_4445749,TSLA,BUY,644,925.43
TDB_00007984,2024-09-21 10:23:07,TDB_CUST_7120292,JPM,SELL,423,599.37
TDB_00007985,2024-09-20 01:54:10,TDB_CUST_7681912,NFLX,SELL,96,796.55
TDB_00007986,2024-09-21 07:00:03,TDB_CUST_7955669,FB,SELL,795,354.31
TDB_00007987,2024-09-20 11:23:33,TDB_CUST_8703181,NFLX,BUY,463,123.7
TDB_00007988,2024-09-22 01:57:28,TDB_CUST_8161041,NVDA,SELL,516,398.53
TDB_00007989,2024-09-19 01:23:18,TDB_CUST_9066618,NVDA,SELL,828,1335.61
TDB_00007990,2024-09-23 13:46:51,TDB_CUST_8973369,NVDA,SELL,98,1312.66
TDB_00007991,2024-09-22 10:24:02,TDB_CUST_6227619,FB,SELL,239,690.36
TDB_00007992,2024-09-24 17:04:47,TDB_CUST_1243855,GOOGL,BUY,571,646.58
TDB_00007993,2024-09-19 00:53:44,TDB_CUST_9030737,NFLX,SELL,981,692.34
TDB_00007994,2024-09-21 07:02:07,TDB_CUST_5460328,TSLA,SELL,185,805.99
TDB_00007995,2024-09-22 09:35:45,TDB_CUST_6972205,AMZN,BUY,967,24.77
TDB_00007996,2024-09-19 14:49:10,TDB_CUST_9257779,NVDA,BUY,475,1274.44
TDB_00007997,2024-09-25 06:41:36,TDB_CUST_1125299,TSLA,BUY,837,1372.4
TDB_00007998,2024-09-23 21:43:12,TDB_CUST_6224182,JPM,SELL,330,260.19
TDB_00007999,2024-09-20 01:15:20,TDB_CUST_1987153,JPM,BUY,788,1180.11
TDB_00008000,2024-09-21 16:25:28,TDB_CUST_1616395,MSFT,BUY,666,198.85
TDB_00008001,2024-09-25 00:35:27,TDB_CUST_8836389,TSLA,SELL,544,1302.06
TDB_00008002,2024-09-21 00:55:54,TDB_CUST_6043202,MSFT,BUY,292,467.2
TDB_00008003,2024-09-24 11:22:59,TDB_CUST_2016720,V,SELL,175,1220.59
TDB_00008004,2024-09-20 21:54:45,TDB_CUST_9899300,GOOGL,BUY,5,1305.58
TDB_00008005,2024-09-24 09:58:36,TDB_CUST_1404844,AAPL,SELL,907,424.56
TDB_00008006,2024-09-23 00:51:29,TDB_CUST_4788967,AMZN,SELL,401,478.94
TDB_00008007,2024-09-22 04:27:35,TDB_CUST_9074201,JPM,BUY,407,982.59
TDB_00008008,2024-09-24 14:51:50,TDB_CUST_9748268,NFLX,SELL,388,1225.09
TDB_00008009,2024-09-25 00:50:45,TDB_CUST_3811018,NVDA,SELL,797,650.64
TDB_00008010,2024-09-21 08:35:35,TDB_CUST_8645317,NFLX,SELL,391,817.18
TDB_00008011,2024-09-24 01:42:28,TDB_CUST_9222624,AAPL,SELL,589,813.96
TDB_00008012,2024-09-18 21:59:44,TDB_CUST_8008185,MSFT,SELL,22,1109.47
TDB_00008013,2024-09-24 04:00:30,TDB_CUST_7995264,JPM,SELL,828,1010.61
TDB_00008014,2024-09-25 01:41:17,TDB_CUST_8366441,JPM,SELL,554,601.48
TDB_00008015,2024-09-19 17:01:45,TDB_CUST_5264024,MSFT,BUY,268,1398.9
TDB_00008016,2024-09-23 09:20:13,TDB_CUST_7941777,JPM,BUY,599,466.28
TDB_00008017,2024-09-24 01:01:01,TDB_CUST_1113797,NVDA,SELL,718,666.6
TDB_00008018,2024-09-20 11:45:54,TDB_CUST_8851366,TSLA,SELL,355,85.9
TDB_00008019,2024-09-22 23:34:37,TDB_CUST_9690955,V,BUY,941,390.01
TDB_00008020,2024-09-22 06:35:51,TDB_CUST_1291147,FB,BUY,931,66.28
TDB_00008021,2024-09-21 07:29:34,TDB_CUST_6135713,JPM,SELL,639,813.9
TDB_00008022,2024-09-21 04:51:31,TDB_CUST_4770691,JPM,BUY,155,973.67
TDB_00008023,2024-09-21 07:44:26,TDB_CUST_1068934,NVDA,SELL,649,671.62
TDB_00008024,2024-09-23 07:41:30,TDB_CUST_1198528,NFLX,BUY,300,651.67
TDB_00008025,2024-09-24 06:39:30,TDB_CUST_4631290,FB,BUY,187,165.44
TDB_00008026,2024-09-22 17:21:01,TDB_CUST_2192723,V,SELL,264,217.28
TDB_00008027,2024-09-20 07:55:37,TDB_CUST_6325974,MSFT,BUY,110,1257.55
TDB_00008028,2024-09-24 18:36:41,TDB_CUST_7962526,JPM,SELL,463,1174.64
TDB_00008029,2024-09-23 04:37:04,TDB_CUST_3868616,TSLA,BUY,594,1352.56
TDB_00008030,2024-09-20 00:32:05,TDB_CUST_9404541,FB,BUY,765,797.02
TDB_00008031,2024-09-24 09:09:16,TDB_CUST_2196692,JPM,BUY,475,1313.34
TDB_00008032,2024-09-22 06:05:03,TDB_CUST_5070027,JPM,SELL,342,609.6
TDB_00008033,2024-09-19 23:57:26,TDB_CUST_8614654,NVDA,SELL,447,594.09
TDB_00008034,2024-09-20 23:44:39,TDB_CUST_3128745,NVDA,SELL,34,191.25
TDB_00008035,2024-09-23 11:44:56,TDB_CUST_9956060,NVDA,BUY,379,632.5
TDB_00008036,2024-09-19 18:37:30,TDB_CUST_4614258,NFLX,SELL,245,1167.12
TDB_00008037,2024-09-22 07:24:06,TDB_CUST_7423395,GOOGL,SELL,112,814.12
TDB_00008038,2024-09-23 20:37:44,TDB_CUST_8714152,AAPL,BUY,359,1275.33
TDB_00008039,2024-09-20 13:09:52,TDB_CUST_9689652,AMZN,BUY,419,670.7
TDB_00008040,2024-09-22 12:07:24,TDB_CUST_8199531,FB,BUY,716,899.27
TDB_00008041,2024-09-25 12:30:12,TDB_CUST_9164872,V,BUY,411,189.32
TDB_00008042,2024-09-25 09:03:50,TDB_CUST_4386517,AAPL,SELL,363,1102.89
TDB_00008043,2024-09-21 23:35:26,TDB_CUST_9486437,JPM,BUY,273,187.83
TDB_00008044,2024-09-20 11:19:31,TDB_CUST_4706292,AAPL,SELL,833,1078.07
TDB_00008045,2024-09-19 21:44:24,TDB_CUST_1605373,V,SELL,746,1482.57
TDB_00008046,2024-09-25 10:19:37,TDB_CUST_9089330,AMZN,BUY,541,444.46
TDB_00008047,2024-09-19 18:19:02,TDB_CUST_5716498,JPM,SELL,156,301.16
TDB_00008048,2024-09-24 02:42:41,TDB_CUST_8092051,V,BUY,71,735.41
TDB_00008049,2024-09-22 21:26:49,TDB_CUST_3494806,AAPL,BUY,999,1443.42
TDB_00008050,2024-09-20 20:47:16,TDB_CUST_6316652,NFLX,SELL,683,1343.87
TDB_00008051,2024-09-18 20:16:48,TDB_CUST_7559703,AAPL,SELL,398,871.87
TDB_00008052,2024-09-21 09:35:38,TDB_CUST_6275620,V,SELL,270,1217.85
TDB_00008053,2024-09-21 17:52:44,TDB_CUST_9576430,AAPL,BUY,208,669.05
TDB_00008054,2024-09-24 13:40:44,TDB_CUST_3818608,GOOGL,BUY,948,1163.45
TDB_00008055,2024-09-21 05:39:10,TDB_CUST_5328426,AMZN,SELL,775,664.07
TDB_00008056,2024-09-24 00:16:25,TDB_CUST_8450794,JPM,BUY,826,376.61
TDB_00008057,2024-09-22 17:31:32,TDB_CUST_7134101,TSLA,SELL,955,585.89
TDB_00008058,2024-09-21 08:59:00,TDB_CUST_9290598,JPM,SELL,381,356.35
TDB_00008059,2024-09-19 17:04:13,TDB_CUST_3422663,GOOGL,SELL,110,149.11
TDB_00008060,2024-09-18 18:21:51,TDB_CUST_3035160,MSFT,BUY,760,39.29
TDB_00008061,2024-09-21 12:58:20,TDB_CUST_2945088,JPM,BUY,283,308.75
TDB_00008062,2024-09-25 01:44:32,TDB_CUST_7800063,V,SELL,394,365.47
TDB_00008063,2024-09-24 22:34:50,TDB_CUST_9737512,FB,BUY,631,998.27
TDB_00008064,2024-09-19 20:20:38,TDB_CUST_1941471,NFLX,SELL,430,1086.81
TDB_00008065,2024-09-23 11:52:22,TDB_CUST_5150230,AAPL,BUY,699,149.19
TDB_00008066,2024-09-22 22:41:20,TDB_CUST_5901705,AMZN,BUY,713,947.68
TDB_00008067,2024-09-20 04:04:22,TDB_CUST_9505385,V,BUY,487,418.84
TDB_00008068,2024-09-20 18:32:20,TDB_CUST_7647704,AMZN,SELL,658,292.06
TDB_00008069,2024-09-20 18:35:18,TDB_CUST_4924854,MSFT,BUY,486,1224.52
